datetime	tweet	hashtags	compound	sentiment_category
2024-10-26 20:45:23	nicholsuprising trump calls press enemy peopledid nothing khassoghi dismembered threatened cbss license removedblocked merger time warner att disliked cnn coverage washingtonpost wants sit one kamala	#Trump #Kamala	-0.5747	negative
2024-10-26 20:45:54	taking family feuds editorial room kamala patrick soon shiong newspaper drama	#Kamala #PatrickSoonShiong #NewspaperDrama	-0.34	negative
2024-10-26 20:46:06	everybody left side democrats vile evil goblins thoroughly unlikable people bring value society theyre always screaming violent htful literally bully babies oh mutilate amp abort kamala lgbt	#left #democrats #kamala #lgbt	-0.9501	negative
2024-10-26 20:46:30	abortion reporter washington post laments proabort mother theres irony canceling subscription paper would board kamala sinking ship	#Kamala	-0.4019	negative
2024-10-26 20:46:42	kamala childless cat lady shes insane drunkpill popperenjoy	#Kamala #Childless #CatLady	-0.4019	negative
2024-10-26 20:47:16	kamala dad virtually estranged warned border policies bad american blacks dense loser candidate	#kamala	-0.8402	negative
2024-10-26 20:48:39	thomhartmann foreign interferencewe way past point careful review deliberative action time actually something start rolling network late election f b c trumpputin russiagate comey hillary clinton kamala harris	#Election #FBI #CIA #Trump #Putin #Russiagate #Comey #Hillary #Clinton #Kamala #Harris	0.1531	positive
2024-10-26 20:49:10	damn trust dems trump kamala election	#Trump #Kamala #Election	0.1531	positive
2024-10-26 20:49:38	mmflint truth palestinians america palestinian war potus kamala allowed domestic terrorists freely destroy usa without consequences	#Kamala	-0.8074	negative
2024-10-26 20:50:42	hey kamala voters youre voting	#Kamala	0.0	neutral
2024-10-26 20:50:53	demonerasers kamala lotus sanskrit bible job hides himit swamp marsh leviathan whos harlot kamalaexpaid escort false prophetnd forces everyone love st beastharlot taking total control revelations	#Kamala #Lotus #Leviathan #Harlot #FalseProphet #Revelations	0.5423	positive
2024-10-26 20:51:18	liberals irate heatdaddy made forks kamala	#kamala	-0.5994	negative
2024-10-26 20:53:11	felixfelix young american men hero adamkinzinger describes trump best donald weak man pretending strong small big faithless righteous vote kamala show youre	#Kamala	0.8225	positive
2024-10-26 20:53:32	trump kamala	#Trump #Kamala	0.0	neutral
2024-10-26 20:54:08	kamalabuzzkillharris	#Kamala	0.0	neutral
2024-10-26 20:54:58	kamala big secret democrats via youtube	#kamala #2024 #democrats	0.0	neutral
2024-10-26 20:55:22	heres another clip demonstrating issue drunk kamala realdonaldtrump claims face cannot chief executive insubstantial gravitas imagine charge armed forces would troops resist taking orders	#drunkKamala #Kamala	-0.34	negative
2024-10-26 20:56:12	sound desperate obama walz kamala biden trump vance	#Obama #Walz #Kamala #Biden #Trump2024 #Trump2024Vance	-0.3182	negative
2024-10-26 20:56:29	caturday cats kamala	#Caturday #CatsForKamala #Kamala	0.0	neutral
2024-10-26 20:57:11	truth kamala woke e	#Kamala #Woke #DEI	0.3182	positive
2024-10-26 20:57:19	andersoncooper mistake would like avoided kamala said anyone whos raised kids knows didnt raise laughed tried	#kamala #kamala	-0.5831	negative
2024-10-26 20:57:35	watch video vote kamala	#Kamala	0.0	neutral
2024-10-26 20:58:04	potent political weapon kamalas arsenal took stage kalamazoo something	#Kamala	-0.296	negative
2024-10-26 20:58:17	lets go texas home state showed kamala citizens lone star support kamalaharris colinallred houston honor join heroes willienelsonofficial beyonce kellyrowland jessicaalba	#Texas #Kamala #LoneStarState #Houston	0.8519	positive
2024-10-26 20:58:18	well live f trump kamala jillstein debate x drjillstein credit howardmortman	#Trump #Kamala #Jillstein #Debate #X	0.5719	positive
2024-10-26 20:58:55	mir scheint dass trump die wahl gegen kamala noch viel deutlicher gewinnen wird als hillary der luft liegt ein erdrutschsieg john fetterman ist dem senator von pennsylvania	#Trump #Kamala #Hillary	-0.5994	negative
2024-10-26 20:59:03	kamala harris going win sure cares u	#KamalaHarris #KamalaCaresForUS #KamalaHarris2024 #Kamala	0.8442	positive
2024-10-26 20:59:35	fence protect kamala donors leave borders without	#fence #protect #kamala #protect #donors #borders #fence	0.34	positive
2024-10-26 20:59:40	michelle obama single thread honesty said kamala hasnt ducking interview actual plan legit crazy liar	#Kamala #liar	-0.3612	negative
2024-10-26 21:00:47	nancysinatra vote future v e kamala	#VoteForOurFuture #VOTE #Kamala	0.0	neutral
2024-10-26 21:04:38	michelle cares usa even likes kamala getting paid ones blather equality equity conning millions harris michelleobama barackobama walz trump vance kamalaharris	#harris #HarrisWalz #Kamala #TrumpVance2024	0.7003	positive
2024-10-26 21:04:56	screw antibrexit leftists open border eu elitists abc abcworldnews abcpolitics nbcnews theview iowademocrats dmregister bbcpublicflash bbcbreaking bbcworld bbcnews maddow msnbc cnn cnnbrk cnnpolitics uk free tommy robinson beetlejuice kamala	#uk #FreeTommyRobinson #Beetlejuice #Kamala	0.4404	positive
2024-10-26 21:04:56	ko kamala harris trump real madrid barcelona	#Kamala #KamalaHarris #Trump #Trump2024 #RealMadrid #Barcelona	0.0	neutral
2024-10-26 21:05:16	oswaldbates kamala	#Oswaldbates #Kamala	0.0	neutral
2024-10-26 21:05:53	rallynate kamala would never able compose long enough adult intelligent conversation joerogan itd great entertainment though joe	#Kamala	0.872	positive
2024-10-26 21:06:45	lets get guy last time send back florida stay kamala	#Kamala	0.0	neutral
2024-10-26 21:07:50	bubblebathgirl alexstein kamala lie imagine gets presidential seat	#Kamala	0.0	neutral
2024-10-26 21:08:16	world must hear message jfkjr one last chance left avert nuclear war kamala likely promised newfound warmongering friend dick cheney military industrial complex larding campaign lies trump	#Kamala #DickCheney	-0.8176	negative
2024-10-26 21:08:17	without adobe photoshop really hard find kamala harris walz signs michigan front yards thankfully tons realdonaldtrump trump vance everywhere	#Kamala #Harris #HarrisWalz #HarrisWalz2024 #Trump2024 #TrumpVance2024 #Trump	0.2748	positive
2024-10-26 21:08:58	consequences shallow thinker dem dei standard bearer checks boxes ruins lives kamala	#Kamala	-0.4404	negative
2024-10-26 21:08:59	kamala got booed tricking everybody thinking beyounce gonna perform	#Kamala #Beyounce	0.0258	neutral
2024-10-26 21:09:39	every kamala harris interview bidenharris impression comedy via youtube	#kamala #bidenharris #impression #comedy	0.5267	positive
2024-10-26 21:10:46	dressed kelly rowland like lb man pander lgbtq black celebrities always selling us democrats tryna erase image evil many reasons voted trump sick people enemy kamala	#Kamala	-0.8658	negative
2024-10-26 21:11:05	kamala harris abortion	#kamala #harris #abortion	0.0	neutral
2024-10-26 21:11:35	good news way american voters tuned joe rogan president trump say see beyonce shake ass kamala hope america	#JoeRogan #Trump #Beyonce #Kamala	0.1531	positive
2024-10-26 21:11:53	us demokraten posten foto von kamala um eine beschftigung bei mc donalds zu belegen dumm nur dass kurz danach auch das original auftaucht misinformation desinformation	#Kamala #McDonalds #misinformation #Desinformation	0.0	neutral
2024-10-26 21:11:53	harris kamala	#harris #kamala	0.0	neutral
2024-10-26 21:11:57	imagination beyonc whitend party editors barack obama purpose bo didnt look white get politics racism beyonce kamala elonmusk realdonaldtrump realrfkjr repclayhiggins	#politics #racism #beyonce #Kamala	-0.34	negative
2024-10-26 21:12:06	leadingreport good news way american voters tuned joe rogan president trump say see beyonce shake ass kamala hope america	#JoeRogan #Trump #Beyonce #Kamala	0.1531	positive
2024-10-26 21:12:48	good news way american voters tuned joe rogan president trump say see beyonce shake ass kamala hope america americans coming trance	#JoeRogan #Trump #Beyonce #Kamala	0.1531	positive
2024-10-26 21:13:16	kamala harris liar	#kamala #harris	-0.5106	negative
2024-10-26 21:13:31	kamala harris	#kamala #harris	0.0	neutral
2024-10-26 21:14:10	new bombshell report reveals bidenharris granted amnesty millions illegal aliens kamala loves realdonaldtrump close border deport illegals g	#Kamala #Amnesty #CloseTheBorder #DeportIllegals #MAGA2024	0.2732	positive
2024-10-26 21:15:04	kamalaharris beyonce good news way american voters tuned joe rogan president trump say see shake ass kamala hope america americans coming trance	#JoeRogan #Trump #Beyonce #Kamala	0.1531	positive
2024-10-26 21:15:18	democrats lost minds like car crash campaign campain rather ive never seen anything kamala trump maga	#democrats #kamala #trump #maga #campaign	-0.3612	negative
2024-10-26 21:15:36	us administration led kamala harris vp believes ceasefire two opposite armies fighting war dear genocide since day one supported unhindered delivery arms zionists	#KamalaHarris #Kamala	-0.3612	negative
2024-10-26 21:16:10	kamala needs appoint michelleobama special job would call	#kamala	0.4019	positive
2024-10-26 21:17:05	collinrugg kamalahq vp whats response paid employee kamala danger children	#Kamala #KamalaIsADangerToChildren	-0.5267	negative
2024-10-26 21:17:15	vote voted today hope im happy november beyond hear train acomin rollin round bend kamala ill avoid fascist prison trump keeps braggin kamalas arollin even san antone	#Vote #Kamala #Trump	-0.6486	negative
2024-10-26 21:17:33	immeme silent majority theyre sick tired lied gaslighted subjected government weaponization la dod ddirective weaponizes u smilitary weed people kamala harris biden quietly issued directive authorizes	#DoDdirective5249 #USmilitary #WeedThePeople #Kamala #Harris #Biden #DODDirective5240	-0.8316	negative
2024-10-26 21:17:41	kamalaharris joebldenpress kamala joeroganexperience	#Kamala #joeroganexperience	0.0	neutral
2024-10-26 21:18:23	nice hear someone acknowledge physical mental struggles womanhood including menopause thank michelleobama verbalizing well reproductive freedom rights election kamala	#michelleobama #womanhood #ReproductiveFreedom #ReproductiveRights #Election2024 #kamala	0.8442	positive
2024-10-26 21:18:29	eating meat amp dairy murder innocent persons among worst things environment noticed increased rate floodings wildfires hurricans recently el cl sico lewandowski barca real madrid mbapp trump kamala b hansiflick go vegan	#ElClásico #Lewandowski #Barca #RealMadrid #Mbappé #Trump #Kamala #BTS #hansiflick #GoVegan	-0.743	negative
2024-10-26 21:18:35	kamala thinks stupid playing senate cant reverse supreme court bill lmao	#Kamala	-0.1591	negative
2024-10-26 21:19:00	listen democrats lie kamala	#DemocratsLie #Kamala	0.0	neutral
2024-10-26 21:19:32	houstonians identify unhinged lunatic screamed cussed toddler attending kamala harris rally please drop line fyp foryou trump donaldtrump usa america unitedstates edit trending viral tiktok politics	#fyp #foryou #trump #donaldtrump #usa #america #unitedstates #edit #trending #viral #tiktok #politics #trump #kamala	-0.6486	negative
2024-10-26 21:19:39	oh ok party going vote bahahahaaaa wtf wrong people kamala lmao bunch idiots hope parent changes trump vance	#kamala #Trump2024Vance	0.5859	positive
2024-10-26 21:20:06	nosoupforgeorge yo matt kamala hates us christians mean	#Kamala #Christians	-0.4404	negative
2024-10-26 21:20:11	aca kamala harris	#aca #kamala #harris	0.0	neutral
2024-10-26 21:20:39	elonmusk welcome world fantastic question kamala fired	#Welcome #to #the #world #Fantastic #or #not #a #question #kamala #you #are #fired	0.4588	positive
2024-10-26 21:20:52	michelleobama clean better going stage talking lies liar obamas child trafficking cocaine white house vote kamala higher violence open borders realdonaldtrump	#clean #stage #liar #Obamas #WhiteHouse #Kamala #vote	-0.6808	negative
2024-10-26 21:20:56	kamala harris beyonce	#kamala #harris #beyonce	0.0	neutral
2024-10-26 21:21:12	u trump cult r p g kamala harris democrats	#USA #Trump #TrumpCult #TRUMP2024 #GOP #KamalaHarris2024 #Kamala #Democrats	0.0	neutral
2024-10-26 21:21:32	lfg harris walz kamala	#HarrisWalz #Kamala #Walz	0.0	neutral
2024-10-26 21:21:49	kamalaharris says anything power attendees came concertshe lying plagiarizing communistfraudshe said beyonce coming people concertvp disappoints americans everything kamala trump	#Beyonce #Kamala #Trump2024	-0.7184	negative
2024-10-26 21:22:05	yes soon election k l e p r n deactivate amp accounts longer support musks site hopefully birds one stone get rid realdonaldtrump elonmusk	#KAMALA #MADAME_PRESIDENT	0.7964	positive
2024-10-26 21:22:23	wont kamala didnt americas best pics videos	#wont #kamala #didnt #AmericasBestPicsAndVideos	-0.5216	negative
2024-10-26 21:22:39	artists comparable willie nelson sales longevity johnny cash dolly parton bob dylan paul mccartney per chatgpt knew werent going beyonc concert bots houston kamala beyonce	#Houston #Kamala #Beyonce	0.0	neutral
2024-10-26 21:22:41	kamala running president woman thats talking nonstop last half hour made case lady instead freaking joke longest intro speech history nothing say texas	#Kamala #Texas	-0.1531	negative
2024-10-26 21:22:58	voteblue kamala	#voteblue #kamala	0.0	neutral
2024-10-26 21:22:59	somebody tell michelleobama talking much bs help camila communist become next president united states doesnt shut mouth liar like kamala needs go back hawaii mansion	#CamilaCommunist #liar #Kamala	0.8658	positive
2024-10-26 21:23:44	vp kamala harris apologized families women tortured raped killed border invasion america first	#Kamala #BorderInvasion #AmericaFirst	-0.9081	negative
2024-10-26 21:23:59	check coconut cliques video tik tok trump kamala	#TikTok #Trump #Kamala	0.0	neutral
2024-10-26 21:24:02	everything k l smole mirrors g	#KAMALA #MAGA	0.0	neutral
2024-10-26 21:25:01	politvidchannel yes amp soon election k l e p r n deactivate accounts longer support musks site hopefully kill birds one stone get rid realdonaldtrump elonmusk recommend others	#KAMALA #MADAME_PRESIDENT	0.5994	positive
2024-10-26 21:25:48	liars gonna lie demonicrats kamala	#Liars #demonicrats #kamala	-0.5267	negative
2024-10-26 21:26:24	kamala harris kamalaharris bo uses people like beyonce get ahead political career willie brown woman fraud say anything powershe marxist co tinge destroy country trump vance	#KamalaHarris #Kamala #Beyonce #WillieBrown #TrumpVance2024	-0.7003	negative
2024-10-26 21:30:08	girl priorities straight trump kamala election laniege	#trump #kamala #election2024 #laniege	0.2263	positive
2024-10-26 21:30:10	yesterdays rally kamala looks surreal mismatched audio boos cheers directly behind frame makes look like ms harris front green screen feels fake enthusiasm disgruntled reality sight	#Kamala	0.6597	positive
2024-10-26 21:30:12	democrats get violent people disagree kamalacrats kamala walz cult h e	#kamala #walz #DemocratsCultOfHATE #democrats	-0.7579	negative
2024-10-26 21:31:43	ready years going broke buying groceries amp gas border invasion even pandemic wars violent criminals beating old ladies getting rt jail top ten murder cities run democrats obama michelleobama rogan barackobama kamala	#Democrats #Obama #Rogan #Kamala	-0.9607	negative
2024-10-26 21:31:48	lifelongwanderr kamala harris antidote anecdote juste pour vous das ist fr dich mein freund	#Kamala #KamalaHarris #KamalaHarris2024 #antidote #anecdote	0.0	neutral
2024-10-26 21:32:05	lifelongwanderr kamala	#Kamala	0.0	neutral
2024-10-26 21:32:16	president kamala harris turning point us foreign policy	#President #Kamala #Harris	0.0	neutral
2024-10-26 21:32:19	enjoy seeing queen introduce another onstage houston join us tuesday oct pm est beyhive kamala coalition full effect k h v e beyonce harris walz	#Houston #BeyhiveForKamalaCoalition #BeyhiveForKamala #Beyhive #KHIVE #Beyonce #Kamala #KamalaHarris2024 #HarrisWalz2024	0.6597	positive
2024-10-26 21:32:42	collinrugg perfect rally kamala could worse	#Kamala	0.1531	positive
2024-10-26 21:32:51	marvinmusk l r e kamala	#kamala	0.0	neutral
2024-10-26 21:33:16	michelle obama confirms camela lost black men trying shame back good luck democrats party fraud house cards coming kamala trump g	#obama #kamala #Trump2024 #MAGA #MAGA2024	-0.1531	negative
2024-10-26 21:33:42	certainty tell guys vote trump wives daughters mothers sisters make home lives living hell right selfdetermination take away end families torn apart women kamala dont	#Trump #Kamala	-0.6808	negative
2024-10-26 21:34:15	giorgia meloni taking trash like absolute boss italy muslim islam pakistan kamala trump g cocaine election	#Italy #Meloni #Muslim #Islam #Pakistan #Kamala #Trump #MAGA #CocaineKamala #Election	0.3612	positive
2024-10-26 21:34:34	soy particularmente fan de trump pero definitivamente kamala ha mostrado ser ms peligrosa e irracional promoviendo la violencia con sus acusaciones distorsionadas propuestas	#Trump #Kamala	0.5719	positive
2024-10-26 21:34:41	acyn candidate cares daughters kamala	#Kamala	0.4588	positive
2024-10-26 21:34:58	debragrobins fact kamala okayed isreal going give arms horrible americans different humanity singing rejoicing political arena without voice	#kamala	0.0772	positive
2024-10-26 21:34:59	collected money takes create political flyers could national debt ive gotten dozens last couple weeks alone vote trump kamala politicalads	#vote #trump #kamala #politicalads	-0.34	negative
2024-10-26 21:36:11	real kamala x rogan	#Kamala #Rogan	0.0	neutral
2024-10-26 21:36:17	michelle obama wrecked kamala long entry speech may accidentally stolen show sounds diminutive amp stupid compared michelles strong intro im fan trump crush word salad joke two weeks	#MichelleObama #Kamala #Trump	-0.4215	negative
2024-10-26 21:37:11	kamalas rally attendees houston found would beyonc concert lied woman cant even manage crowd much less nation world	#Kamala	-0.3818	negative
2024-10-26 21:37:18	literally thinks shes miss america kamala comrade michigan	#Kamala #ComradeKamala #Michigan	-0.1531	negative
2024-10-26 21:37:56	trump interview million views jres popular jre joerogan youtube google trumpvance kamala kamalaharris harriswalz goog djt spot	#jre #joerogan #youtube #google #trump #Trump2024 #trumpvance #kamala #kamalaharris #harriswalz	0.4215	positive
2024-10-26 21:38:04	dont think shes tyrant youre voting watch backs shell take kamala trump	#Kamala #Trump	-0.0516	negative
2024-10-26 21:38:54	catturd much gas lightning kamala	#Kamala	0.0	neutral
2024-10-26 21:39:52	bood rally paid beyonc promised concert got plagiarized speechwhy surprised beyonce kamala	#beyonce #kamala #rally	0.5267	positive
2024-10-26 21:40:04	jimenezlessons estn sedientos de sangre quieren costa los nios la juventud eterna si gente que kamala beyonc en el ojo del huracn diddy freakoffs es porque reconocer su destino abran ojos	#kamala #beyoncé #DiddyFreakoffs	0.0	neutral
2024-10-26 21:40:09	got gal kalamazoo shes going potus harris walz bring hope kamala people	#Kalamazoo #HarrisWalz2024 #HarrisWalzBringHope #Kamala #HarrisForThePeople	0.4404	positive
2024-10-26 21:40:40	timrunshismouth kamalaharris chief incompetent surrounded fans omen solution needs problems america incompetency kamala many	#Kamala	-0.5423	negative
2024-10-26 21:40:53	kill trump dont vote kamala nuke israel bibi fuck elon	#KillTrump #DontVote #Kamala #NukeIsrael #KillBibi #FuckElon	-0.8481	negative
2024-10-26 21:41:00	trumpisafascist per star general chief staff calls kamala one	#Trumpisafascist #Kamala	0.0	neutral
2024-10-26 21:41:07	jimvandehei alexthomp hansnichols shes going lose get blame bidens team say joe would kamala blew kameltoes joes cant wait hilarious fun watch happen harris groped	#Kamala #KamalaHarris #KamalaGropedMe	-0.8426	negative
2024-10-26 21:41:23	finally winner us presidential elections emerged new world order signed clear ready reading kamala trump iran isreal elon musk beyonce durk michelle obama g u selection	#Kamala #Trump #Iran #Isreal #ElonMusk #Beyonce #Durk #MichelleObama #MAGA #USelection	0.836	positive
2024-10-26 21:42:00	come shehabkhan going anchor itvnews please learn pronounce kamala	#Kamala	0.3182	positive
2024-10-26 21:42:13	invite death doctors rally someone audience medical emergency ask crowd assistance apparently dont know treat humans want live kamala campaign nutshell	#Kamala	-0.7819	negative
2024-10-26 21:42:56	could said anything instead shes talking joyful way forward genocode kamala kamalahq	#Kamala	0.5994	positive
2024-10-26 21:43:02	flashback kamala harris sponsored legislation let illegal aliens loose united states	#Kamala	-0.4767	negative
2024-10-26 21:43:13	cutest moment harris campaign happened today rally kalamazoo mi attendees kamalazoo kamala	#kamala	0.5859	positive
2024-10-26 21:45:36	democrats n hidden sir thats ashkenazi tactic kamala trump	#Kamala #Trump	0.0	neutral
2024-10-26 21:45:46	incredible see incumbent vice president claim new direction defending joe bidenharriss record oh go trump bashing didnt take long kamala texas houston	#Kamala #Texas #Houston	0.0	neutral
2024-10-26 21:46:05	rest case trump kamala harris walz	#Trump #Kamala #Harris_Walz2024	0.0	neutral
2024-10-26 21:46:07	love willynelson good sport trying save day sending willy nelson sweetheart kamala puppet controlled democrat machine vote trump ever beyonce must known effect leaving without singing would	#Kamala #Trump2024NowMoreThanEver #Beyonce	0.9393	positive
2024-10-26 21:47:13	atensnut love white girls wig beyonce rip rally kamalama ding dong kamala harris	#BeyonceRipOffRally #KamalamaDingDong #Kamala #KamalaRally #KamalaRipOffRally #KamalaHarris	0.6369	positive
2024-10-26 21:47:34	madam president harris kamala vote blue protect womens rights dont miss	#MadamPresidentHarris #Kamala #VoteBlue2024ProtectWomensRights #VoteKamalaHarris2024	0.4667	positive
2024-10-26 21:47:46	yes kam make mistake win kamalazoo rally michigan fire	#YesWeKam #MakeNoMistakeWeWillWin #Kamala	0.4019	positive
2024-10-26 21:47:54	absolutely worried big rally gonna say whos really showing people didnt know maybe shes popular find beyonc kamala	#Kamala	0.079	positive
2024-10-26 21:48:00	karluskap kamala high fcking kite harris	#Kamala #KamalaHarris2024	0.0	neutral
2024-10-26 21:48:37	der sternde erlangt internationale berhmtheit kamala harris	#Kamala #KamalaHarris	0.0	neutral
2024-10-26 21:49:23	iranian response likely inconsequential merit direct retaliation israel titfortat game continue proxies iran war tehran tel aviv gaza palestine lebanon beirut syria u kamala trump oil nuclear	#Israel #Iran #War #Tehran #TelAviv #Gaza #Palestine #Lebanon #Beirut #Syria #War #USA #Kamala #Trump #Oil #Nuclear	-0.2732	negative
2024-10-26 21:49:39	kamalaharris disgusting vial shes evil parents shame kamala	#kamala	-0.8979	negative
2024-10-26 21:49:41	kamala wants lift children poverty one year well except got aborted dont qualify elections vp	#Kamala #2024elections	-0.296	negative
2024-10-26 21:49:47	alec dimitrissoudas tellement kamala vite quitte	#Kamala	0.0	neutral
2024-10-26 21:49:56	mrandyngo real news desperation prove kamala qualified job mcdonalds	#Kamala	-0.4588	negative
2024-10-26 21:50:41	kamalaharris vp harriswins kamalahqlies teamkamala youre liar liaroftheyear kamala harris loser threat democracy	#liar #liaroftheyear #KamalaHarris #KamalaHarris2024 #KamalaIsALoser #KamalaThreatToOurDemocracy #kamala	-0.8779	negative
2024-10-26 21:51:06	kamalaharris nerve stand near lowering prices food one caused skyrocketing begin withkamalaharris office isnt fixing kamala lying marxist fraud	#kamalaharris #Kamala	-0.4632	negative
2024-10-26 21:51:55	kamala harris p u cares g insanity weird v e n trump trumps revenge vance	#KamalaHarris #KamalaHarris2024 #Kamala #KamalaHarris4POTUS2024 #KamalaCaresForUS #MAGA #MAGA2024 #MAGAInsanity #MAGAIsWeird #MAGAIsWeird #MAGAMOVEMENT #Trump #Trump2024 #TrumpsRevenge2024 #Trump2024Vance	-0.7003	negative
2024-10-26 21:53:02	kamala lies trump raise sales tax bullshit kalamazoo michigan liar stupid followers cares u president lying harriswins vp karma get	#Kamala #Trump #Kalamazoo #Michigan #KamalaCaresForUS #Kamala4President2024	-0.9287	negative
2024-10-26 21:53:07	kamalaharrissol kamala harper sol harris p u	#KamalaHarris #KamalaHarris4POTUS2024 #Kamala	0.0	neutral
2024-10-26 21:55:16	yall didnt know obama first biracial president never black kamala people needs wake voting doesnt matter going want anyway	#obama #Kamala #biracial #people #voting	-0.0762	negative
2024-10-26 21:55:19	kamalas joyful warrior dead much like tens thousands kids gaza	#Kamala #Gaza	0.2732	positive
2024-10-26 21:55:31	immeme sane kamala supporter harris election presidential presidentialelection	#KamalaHarris #KamalaHarris2024 #Kamala #Election #election2024 #PresidentialElection2024 #Presidentialelection	0.2732	positive
2024-10-26 21:56:21	kamala kamalaharris election	#kamala #kamalaharris #election2024	0.0	neutral
2024-10-26 21:56:50	een incident iemand schreeuwt dat hij geen oorlog meer wil kamala harris kalamazoo election chrisaalberts	#kamala #harris #kalamazoo #election	0.0	neutral
2024-10-26 21:56:56	livestream erie pennsylvania bernie sanders kamala harris trump good example kids even many republicans agree threat democracy hope protecting climate cares people billionaires	#Pennsylvania #BernieSanders #KamalaHarris #Kamala #Harris	0.7845	positive
2024-10-26 21:57:06	rfk jr vote kamala nuclear war	#Kamala	-0.5994	negative
2024-10-26 21:57:18	looks like kamala brought big guns mike aka michelle obama convince people settle fake black woman	#Kamala	0.1027	positive
2024-10-26 21:57:24	kamalas campaign going kamala	#kamala	0.0	neutral
2024-10-26 21:58:18	anyone vote kamala trump	#Vote #Kamala #Trump2024	0.0	neutral
2024-10-26 21:59:09	democrat women wearing oversized mens suits kamala michelle obama	#Kamala #MichelleObama	0.0	neutral
2024-10-26 21:59:48	kamalaharris kamalahq kamala reach dense	#Kamala	0.0258	neutral
2024-10-26 22:00:16	ive watching every speech candidates kamala harris donald trump clearly see racist think please r larger sample	#KamalaHarris #DonaldTrump #Kamala #Harris #Donald #Trump #RT	0.0	neutral
2024-10-26 22:00:18	democrat candidate president kamala	#Kamala	0.0	neutral
2024-10-26 22:00:19	something kamala harris	#DoSomething #KamalaHarris2024 #Kamala	0.0	neutral
2024-10-26 22:00:36	shes hitting speech flawlessly kamala	#Kamala	0.2023	positive
2024-10-26 22:00:55	pegkel kaivanshroff johnpavlovitz bad persona better real kamala least believable days	#AI #Kamala	-0.1531	negative
2024-10-26 22:00:59	bennyjohnson cowmala clownmala skamala kamala scamala blackface laughing cow hyena laugh vote g trump respect u america	#Cowmala #Clownmala #Skamala #Kamala #Scamala #blackface #laughingCow #Hyena #Laugh #Vote #MAGA #Trump #respect #US #America	0.872	positive
2024-10-26 22:01:02	wallstreetapes people wealthy dont feel impact inflation theyre money kamala others writing big checks celebrities grab cash knowing democrats paying bucks especially desperation theyve	#inflation #Kamala #Democrats	-0.2006	negative
2024-10-26 22:01:38	hes controlled opposition fake hero trump difference joe rogan podcaster politician kamala	#Trump #JoeRogan #Kamala	0.128	positive
2024-10-26 22:01:43	bren seldengadawgs realjameswoods shes jordan bowen one screaming toddlerin toddlers faceis paid kamala harris pro choiceorganizer ive mentioned hates children workers hate anyone fights hard rip babies apart sick	#JordanBowen #kamala #harris #ProChoice #kamalaHarris	-0.9393	negative
2024-10-26 22:02:08	trumpwarroom continues tell us already know ones whove suffered watch kamala unhinged	#Kamala	-0.4939	negative
2024-10-26 22:03:02	holy shit kamala done	#Kamala	-0.5574	negative
2024-10-26 22:03:04	cenkuygur theyoungturks kamala shown true cruelty people prosecutor	#Kamala	-0.2732	negative
2024-10-26 22:03:46	lelandpalmer bennyjohnson kamala says lot flips frequently words rarely match actions even rare cases word salad gibberish least deciphered	#Kamala	0.0	neutral
2024-10-26 22:04:20	trump fascist nzi huh joe rogan kamala biden dnc	#Trump2024 #JoeRogan #Kamala #Biden #dnc	-0.5574	negative
2024-10-26 22:05:48	outspokensam people wealthy dont feel impact inflation theyre money kamala others writing big checks celebrities grab cash knowing democrats paying bucks especially desperation theyve	#inflation #Kamala #Democrats	-0.2006	negative
2024-10-26 22:06:01	dont wanna vote trump least rfkelonand tulsi comparison side even close kamala	#trump #kamala #2024	0.0	neutral
2024-10-26 22:08:36	timrunshismouth truth kamala	#Kamala	0.3182	positive
2024-10-26 22:08:47	heforshe feminism rapeculture roe roev wade roevember overturned p kamala harris abortion healthcare	#MeToo #heforshe #Feminism #rapeculture #roe #RoevWade #Roevember #RoeOverturned #p2 #KamalaHarris #Kamala #AbortionIsHealthcare	0.0	neutral
2024-10-26 22:09:12	kamala harris walz vote blue asif lives dependonit	#Kamala #HarrisWalz #VoteBlue #VoteBlueAsifYourLivesDependonit	0.0	neutral
2024-10-26 22:10:03	pennsylvania kamala doesnt give frack v e r u p n c	#Kamala #VOTETRUMPVANCE2024	0.0	neutral
2024-10-26 22:11:00	kamala fkn lunatic realdonaldtrump	#kamala	-0.4939	negative
2024-10-26 22:11:22	cannot reshared enough viral kamala harris waltz	#viral #viral2024 #Kamala #Harris #HarrisWaltz2024	0.0	neutral
2024-10-26 22:11:29	voted early today kamala tim vote voteblue voteearly fordemocracy hope harris walz kamalaharris timwalz	#Kamala #Tim #vote #voteblue #voteearly #fordemocracy #Hope #Harris_Walz2024	0.4404	positive
2024-10-26 22:12:13	young men women kamala called stupid vote herto student denied right freedom speech supporting gaza n v e k l	#kamala #you #vote #gaza #DO #NOT #VOTE #KAMALA	0.2023	positive
2024-10-26 22:12:39	notorious serial liar kamala harris bing mocked diddys friend beyonc fails perform houston texas rally deceiving lied baited people free concert wasnt one paid million speak minutes austin elpaso	#Kamala #Houston #Texas #Austin #Elpaso	-0.8316	negative
2024-10-26 22:12:52	epic kamala fail fyp funny trump via youtube	#fyp #funny #kamala #trump	-0.1531	negative
2024-10-26 22:13:04	trust kamala	#Kamala	0.5106	positive
2024-10-26 22:13:14	redpilldrifter vp harriswins kamala	#Kamala	0.0	neutral
